Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201502047438,2,new construction wood frame,02/04/2015,7331,177,180,,Summit,Wy,,,erect a three story two units residential building.,complete,03/28/2016,02/04/2015,04/14/2015,03/28/2016,,,,3,,,03/29/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.4762883169895 37.71559854166577),1369948501181
201502047438,2,new construction wood frame,02/04/2015,7331,178,182,,Summit,Wy,,,erect a three story two units residential building.,complete,03/28/2016,02/04/2015,04/14/2015,03/28/2016,,,,3,,,03/29/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.4762883169895 37.71559854166577),1369951501188
201502047439,2,new construction wood frame,02/04/2015,7331,074,279,,Summit,Wy,,,erect a two story single family residential building.,complete,02/18/2016,02/04/2015,04/14/2015,02/18/2016,,,,2,,,03/29/2018,380800,380800,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47635200290136 37.71503106576068),1369956498379
201502047441,2,new construction wood frame,02/04/2015,7331,076,283,,Summit,Wy,,,erect a two story single family residential building.,complete,02/11/2016,02/04/2015,04/14/2015,02/11/2016,,,,2,,,03/29/2018,380800,380800,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47618696582893 37.715035250818005),1369961498377
201502047442,2,new construction wood frame,02/04/2015,7331,231,163,,Summit,Wy,,,"erect (n) 4-story, 2-units residential building.",complete,03/07/2016,02/04/2015,04/14/2015,03/07/2016,,,,4,,,03/29/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47622639526301 37.71525407973202),1369966501231
201502047442,2,new construction wood frame,02/04/2015,7331,232,165,,Summit,Wy,,,"erect (n) 4-story, 2-units residential building.",complete,03/07/2016,02/04/2015,04/14/2015,03/07/2016,,,,4,,,03/29/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47622639526301 37.71525407973202),1369967501239
201502047443,2,new construction wood frame,02/04/2015,7331,233,167,,Summit,Wy,,,"erect (n) 4-story, 2-unit residential building.",complete,03/08/2016,02/04/2015,04/14/2015,03/08/2016,,,,4,,,03/29/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47632966062002 37.715257888825604),1369968501243
201502047443,2,new construction wood frame,02/04/2015,7331,234,169,,Summit,Wy,,,"erect (n) 4-story, 2-unit residential building.",complete,03/08/2016,02/04/2015,04/14/2015,03/08/2016,,,,4,,,03/29/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47632966062002 37.715257888825604),1369969501235
201502107867,2,new construction wood frame,02/10/2015,4008,002,540,,De Haro,St,,,"erect 5-story residential building of 16 units, .",complete,06/15/2020,02/10/2015,12/27/2017,06/15/2020,05/31/2018,,,5,,,11/26/2023,4000000,4000000,,,apartments,16,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.4017321154187 37.762907075545684),1370511168637
201502128133,2,new construction wood frame,02/12/2015,5701,011,462,,Prentiss,St,,,"erect 3-story, type 5b, single family dwelling unit. fire sprinkler per nfpa 13r and sprinkler monitoring per nfpa 72 under separate permits.",issued,09/21/2018,02/12/2015,09/21/2018,,04/23/2021,,,3,,,09/05/2021,500000,500000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.41238786565594 37.73747247006044),1370852187189
201502138349,2,new construction wood frame,02/13/2015,3642,041,854,,Capp,St,,,"to erect 6 stories, no basement, type va, 4 units residential building.",complete,02/07/2019,02/13/2015,05/12/2017,02/07/2019,08/01/2017,,,4,,,04/26/2020,1125000,1500000,,,apartments,4,2,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.41773338102806 37.75300695493543),1371100163701
201502198744,2,new construction wood frame,02/19/2015,1282,008,1241,,Shrader,St,,,"to construct 3 stories, 1 basement, type va, 2 units dwelling.",complete,08/13/2018,02/19/2015,12/09/2016,08/13/2018,03/14/2017,,,3,,,11/24/2019,600000,963000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,POINT (-122.45122803837089 37.76321358190328),137163295316
201502198775,1,new construction,02/19/2015,3644,021,1298,,Valencia,St,,,"erect 6-story, 35 dwelling units, type iii, residential & retail building.",issued,01/02/2019,02/19/2015,01/02/2019,,,,,6,,,12/01/2024,8000000,9178885,,,apartments,35,2,,,,2,constr type 2,Y,8,Mission,94110,POINT (-122.4209773320627 37.75230956636715),1371666370727
201502239095,2,new construction wood frame,02/23/2015,1223,003,1625,,Oak,St,,,"erect/move building from blk 1223, lot 023, type v two story single family dwelling. garage level to be sprinklered to nfpa 13r (under separate permit)",issued,06/23/2015,02/23/2015,06/23/2015,,,,,2,,,06/07/2018,225000,225000,,,1 family dwelling,1,2,,,,5,wood frame (5),,5,Haight Ashbury,94117,POINT (-122.44610258761078 37.77161511685206),1372075502909
201502269406,1,new construction,02/26/2015,0809,020,311,,Grove,St,0,,construct (n) 8 dwelling units with 5 stories,issued,12/29/2016,02/26/2015,12/29/2016,,06/17/2020,,,5,,,11/28/2022,3200000,3200000,,,apartments,8,2,,,,3,constr type 3,Y,5,Hayes Valley,94102,POINT (-122.4220081799796 37.77770055127405),1372466479035
201502279490,2,new construction wood frame,02/27/2015,7331,181,190,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/26/2016,02/27/2015,05/06/2015,04/26/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47646807269777 37.7156288087929),1372589501182
201502279490,2,new construction wood frame,02/27/2015,7331,182,192,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/26/2016,02/27/2015,05/06/2015,04/26/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47646807269777 37.7156288087929),1372590501180
201502279495,2,new construction wood frame,02/27/2015,7331,183,196,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/26/2016,02/27/2015,05/06/2015,04/26/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47655815774694 37.71564045484351),1372593501189
201502279495,2,new construction wood frame,02/27/2015,7331,184,198,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/26/2016,02/27/2015,05/06/2015,04/26/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47655815774694 37.71564045484351),1372594501197
201502279496,2,new construction wood frame,02/27/2015,7331,185,200,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,05/19/2016,02/27/2015,05/06/2015,05/19/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47664828689479 37.71565094826995),1372596501201
201502279496,2,new construction wood frame,02/27/2015,7331,186,202,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,05/19/2016,02/27/2015,05/06/2015,05/19/2016,,,,3,,,04/20/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47664828689479 37.71565094826995),1372597501193
201502279497,2,new construction wood frame,02/27/2015,7331,071,273,,Summit,Wy,,,"erect 2 stories, 1 dwelling unit only.",complete,05/13/2016,02/27/2015,05/06/2015,05/13/2016,,,,2,,,04/20/2018,380800,380800,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47658506545699 37.7150155814262),1372598498382
201502279498,2,new construction wood frame,02/27/2015,7331,072,275,,Summit,Wy,,,"erect 2 stories, 1 dwelling unit only.",complete,05/12/2016,02/27/2015,05/06/2015,05/12/2016,,,,2,,,04/20/2018,380800,380800,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47650816513445 37.71502121410991),1372599498381
201502279499,2,new construction wood frame,02/27/2015,7331,073,277,,Summit,Wy,,,"erect 2 stories, 1 dwelling unit only.",complete,05/09/2016,02/27/2015,05/06/2015,05/09/2016,,,,2,,,04/20/2018,380800,380800,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47643135240948 37.71502632549441),1372600498380
201502279500,2,new construction wood frame,02/27/2015,7331,235,171,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/07/2016,02/27/2015,05/06/2015,04/07/2016,,,,4,,,04/20/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47643673179904 37.71526085986844),1372602501245
201502279500,2,new construction wood frame,02/27/2015,7331,236,173,,Summit,Wy,,,"erect 3 stories, 2 dwelling unit only.",complete,04/07/2016,02/27/2015,05/06/2015,04/07/2016,,,,4,,,04/20/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47643673179904 37.71526085986844),1372603501241
201502279501,2,new construction wood frame,02/27/2015,7331,237,175,,Summit,Wy,,,"erect 3 stories, 2 dwellings unit only.",complete,04/20/2016,02/27/2015,05/06/2015,04/20/2016,,,,4,,,04/20/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47654014395582 37.715262783552305),1372604501237
201502279501,2,new construction wood frame,02/27/2015,7331,238,177,,Summit,Wy,,,"erect 3 stories, 2 dwellings unit only.",complete,04/20/2016,02/27/2015,05/06/2015,04/20/2016,,,,4,,,04/20/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47654014395582 37.715262783552305),1372605501233
201503049884,2,new construction wood frame,03/04/2015,1069,004,19,,Wood,St,,,"to construct 4 stories, no basement, 2 units residential building.",issued,04/05/2016,03/04/2015,04/05/2016,,08/22/2016,,,4,,,03/21/2019,850000,1050000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,2,Presidio Heights,94118,POINT (-122.44961466799099 37.783421199143376),1373081452103
201503049884,2,new construction wood frame,03/04/2015,1069,004,21,,Wood,St,,,"to construct 4 stories, no basement, 2 units residential building.",issued,04/05/2016,03/04/2015,04/05/2016,,08/22/2016,,,4,,,03/21/2019,850000,1050000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,2,Presidio Heights,94118,POINT (-122.44961466799099 37.783421199143376),137308288866
201503110506,1,new construction,03/11/2015,3736,120,500,,Folsom,St,,,"to erect 42 stories, 6 basements, 545 units residential apartment with commercial mixed use building.",complete,04/23/2021,03/11/2015,02/18/2016,04/23/2021,04/26/2017,,,42,,,01/17/2022,167000000,189838000,,,apartments,545,2,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,POINT (-122.39505683609384 37.78729288738876),1373906503050
201503130811,1,new construction,03/13/2015,6411,034,974,,Geneva,Av,,,"to erect 4 stories, 1 basement, type iii-a, 3 units apartment with retail, mixed use building.",complete,11/25/2020,03/13/2015,06/26/2017,11/25/2020,04/22/2019,,,4,,,06/10/2020,1500000,1960300,,,apartments,3,2,,,,3,constr type 3,Y,11,Excelsior,94112,POINT (-122.44011283780858 37.71566119648044),1374271202483
201503161018,2,new construction wood frame,03/16/2015,4211,001,1100,,Potrero,Av,,,"to erect 4 stories, no basement, 4 dwelling unit residential apartment.  partial of (e) structure with historical features will be re-assembled as a sunroom on roofdeck above the 3rd floor of the new building.",issued,05/03/2019,03/16/2015,05/03/2019,,07/21/2020,,,4,,,04/17/2022,700000,700000,,,apartments,4,2,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.40681083773403 37.754407902468174),1374514172084
201503171144,2,new construction wood frame,03/17/2015,2393,002,2405,,32nd,Av,,,construct (n) 3-story single family residence.,complete,08/22/2017,03/17/2015,06/01/2016,08/22/2017,08/31/2016,,,3,,,05/17/2019,160000,800588,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,POINT (-122.48991967792468 37.74200294525874),1374683134090
201503191328,2,new construction wood frame,03/19/2015,2860,004,2181,,09th,Av,,,"to erect 2 stories, 2 basement, type v-b, single family house.",complete,09/24/2019,03/19/2015,07/27/2017,09/24/2019,,,,2,,,07/11/2020,600000,1227000,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94116,POINT (-122.46529367309697 37.748248917781126),1374924503112
201503201461,2,new construction wood frame,03/20/2015,0498,020,2920,,Franklin,St,0,,"erect 4-story, no basement, type 5b, 2 dwelling units building. exempted for maher ordinance.",complete,10/22/2018,03/20/2015,01/24/2017,10/22/2018,04/21/2017,,,4,,,01/09/2020,800000,1000000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,2,Marina,94123,POINT (-122.42599505063373 37.80153739311925),1375092302146
201504093189,2,new construction wood frame,04/09/2015,7331,187,206,,Summit,Wy,,,"(type c bldg) erect 3-story, 2-units, with 1 basement residential building.(type a bldg)",complete,06/20/2016,04/09/2015,07/08/2015,06/20/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47679064095394 37.71564279977996),1377495501203
201504093189,2,new construction wood frame,04/09/2015,7331,188,208,,Summit,Wy,,,"(type c bldg) erect 3-story, 2-units, with 1 basement residential building.(type a bldg)",complete,06/20/2016,04/09/2015,07/08/2015,06/20/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47679064095394 37.71564279977996),1377496501199
201504093194,2,new construction wood frame,04/09/2015,7331,189,210,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,06/22/2016,04/09/2015,07/08/2015,06/22/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47688150354517 37.71563312819481),1377503501195
201504093194,2,new construction wood frame,04/09/2015,7331,190,212,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,06/22/2016,04/09/2015,07/08/2015,06/22/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47688150354517 37.71563312819481),1377505501191
201504093195,2,new construction wood frame,04/09/2015,7331,191,216,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,07/19/2016,04/09/2015,07/08/2015,07/19/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47697172556956 37.71562352526659),1377507501204
201504093195,2,new construction wood frame,04/09/2015,7331,192,218,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,07/19/2016,04/09/2015,07/08/2015,07/19/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47697172556956 37.71562352526659),1377508501202
201504093196,2,new construction wood frame,04/09/2015,7331,193,220,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,07/26/2016,04/09/2015,07/08/2015,07/26/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47706194700365 37.7156139220656),1377510501200
201504093196,2,new construction wood frame,04/09/2015,7331,194,222,,Summit,Wy,,,"(type a bldg) erect 3-story, 2-units, with 1 basement residential building.",complete,07/26/2016,04/09/2015,07/08/2015,07/26/2016,,,,3,,,06/22/2018,702500,702500,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47706194700365 37.7156139220656),1377511501198
201504093197,2,new construction wood frame,04/09/2015,7331,240,179,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",complete,08/04/2016,04/09/2015,07/08/2015,08/04/2016,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47664366956009 37.71526377216543),1387672504410
201504093207,2,new construction wood frame,04/09/2015,7331,241,183,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",complete,08/17/2016,04/09/2015,07/08/2015,08/17/2016,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47674648104694 37.71526179529671),1377515501242
201504093207,2,new construction wood frame,04/09/2015,7331,242,185,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",complete,08/17/2016,04/09/2015,07/08/2015,08/17/2016,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47674648104694 37.71526179529671),1377516501240
201504093208,2,new construction wood frame,04/09/2015,7331,244,187,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",issued,07/08/2015,04/09/2015,07/08/2015,,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.4768489378155 37.715251884719535),1387676504412
201504093208,2,new construction wood frame,04/09/2015,7331,243,189,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",issued,07/08/2015,04/09/2015,07/08/2015,,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.4768489378155 37.715251884719535),1387678504413
201504093209,2,new construction wood frame,04/09/2015,7331,245,191,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",complete,09/09/2016,04/09/2015,07/08/2015,09/09/2016,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47695250486495 37.71524237089466),1377519501234
201504093209,2,new construction wood frame,04/09/2015,7331,246,193,,Summit,Wy,,,"(type c bldg) erect 4-story, 2-units, with 1 basement residential building.",complete,09/09/2016,04/09/2015,07/08/2015,09/09/2016,,,,4,,,06/22/2018,800320,800320,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Lakeshore,94132,POINT (-122.47695250486495 37.71524237089466),1377520501232
201504093240,1,new construction,04/09/2015,0836,011,22,,Franklin,St,,,"to erect 8 stories, no basement, 35 units residential & commercial building.",complete,01/10/2019,04/09/2015,09/16/2016,01/10/2019,12/19/2016,,,8,,,08/16/2022,4500000,6000000,,,apartments,35,2,,,,1,constr type 1,Y,5,Hayes Valley,94102,POINT (-122.42060368456306 37.77472680010436),137756382641
